resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
324,33,21,10,21,20,0,0,16,0,21,0,0,20,19,1:21.577,201365,6
325,33,5,1,23,3,0,0,17,0,16,0,0,12,5,1:19.258,207257,5
326,33,16,10,20,19,0,0,18,0,8,0,0,6,18,1:21.189,202327,27
327,33,10,7,12,8,0,0,19,0,6,0,0,4,14,1:20.254,204685,28
328,33,14,9,9,11,0,0,20,0,0,0,0,0,0,0,0,4
329,34,1,1,22,1,1,1,1,10,56,1:31:57.403,5517403,13,1,1:36.325,203722,1
330,34,13,6,2,3,2,2,2,8,56,14925,5532328,36,4,1:36.591,203161,1
331,34,8,6,1,2,3,3,3,6,56,16445,5533848,14,2,1:36.483,203389,1
332,34,4,4,5,4,4,4,4,5,56,18370,5535773,56,5,1:36.659,203018,1
333,34,2,2,3,9,5,5,5,4,56,28923,5546326,56,3,1:36.498,203357,1
334,34,9,2,4,11,6,6,6,3,56,33219,5550622,56,7,1:36.854,202610,1
335,34,10,7,12,12,7,7,7,2,56,41722,5559125,56,6,1:36.727,202876,1
336,34,12,4,6,10,8,8,8,1,56,56645,5574048,56,8,1:36.996,202313,1
337,34,20,5,15,6,9,9,9,0,56,+1:04.339,5581742,55,9,1:37.212,201863,1
338,34,14,9,9,15,10,10,10,0,56,+1:14.842,5592245,27,14,1:37.753,200746,1
339,34,22,11,17,13,11,11,11,0,56,+1:25.061,5602464,56,16,1:37.845,200558,1
340,34,6,3,8,17,12,12,12,0,56,+1:30.847,5608250,54,17,1:38.019,200202,1
341,34,7,5,14,8,13,13,13,0,56,+1:31.457,5608860,36,12,1:37.452,201366,1
342,34,17,9,10,16,14,14,14,0,56,+1:32.422,5609825,10,13,1:37.680,200896,1
343,34,3,3,7,14,15,15,15,0,55,0,0,38,10,1:37.246,201793,11
344,34,18,11,16,18,16,16,16,0,55,0,0,54,15,1:37.773,200705,11
345,34,21,10,21,20,17,17,17,0,55,0,0,54,18,1:38.372,199483,11
346,34,5,1,23,5,0,0,18,0,49,0,0,32,11,1:37.302,201677,9
347,34,16,10,20,19,0,0,19,0,13,0,0,13,19,1:39.683,196860,5
348,34,15,7,11,7,0,0,20,0,2,0,0,2,20,2:39.612,122945,4
349,35,13,6,2,1,1,1,1,10,71,1:34:11.435,5651435,36,1,1:13.736,210377,1
350,35,4,4,5,6,2,2,2,8,71,13298,5664733,39,8,1:14.229,208980,1
351,35,8,6,1,3,3,3,3,6,71,16235,5667670,59,3,1:14.117,209296,1
352,35,20,5,15,7,4,4,4,5,71,38011,5689446,25,7,1:14.214,209022,1
353,35,1,1,22,4,5,5,5,4,71,38907,5690342,31,4,1:14.159,209177,1
354,35,10,7,12,10,6,6,6,3,71,44368,5695803,32,2,1:14.057,209465,1
355,35,5,1,23,5,7,7,7,2,71,55074,5706509,36,6,1:14.207,209042,1
356,35,15,7,11,2,8,8,8,1,71,+1:08.433,5719868,40,5,1:14.167,209155,1
357,35,17,9,10,12,9,9,9,0,71,+1:19.666,5731101,40,14,1:15.033,206741,1
358,35,2,2,3,8,10,10,10,0,70,0,0,41,10,1:14.652,207796,11
359,35,9,2,4,13,11,11,11,0,70,0,0,61,9,1:14.375,208570,11
360,35,3,3,7,18,12,12,12,0,70,0,0,35,12,1:14.934,207014,11
361,35,18,11,16,17,13,13,13,0,70,0,0,59,11,1:14.759,207498,11
362,35,7,5,14,9,14,14,14,0,70,0,0,57,13,1:14.951,206967,11
363,35,22,11,17,15,15,15,15,0,70,0,0,35,16,1:15.414,205696,11
364,35,16,10,20,20,16,16,16,0,69,0,0,60,17,1:15.773,204721,12
365,35,6,3,8,16,17,17,17,0,69,0,0,50,18,1:15.865,204473,12
366,35,21,10,21,19,18,18,18,0,69,0,0,36,15,1:15.212,206249,12
367,35,12,4,6,11,0,0,19,0,0,0,0,0,0,0,0,3
368,35,14,9,9,14,0,0,20,0,0,0,0,0,0,0,0,4
369,36,8,6,6,1,1,1,1,10,58,1:25:28.770,5128770,41,1,1:25.235,223978,1
370,36,4,1,1,2,2,2,2,8,58,7242,5136012,20,2,1:26.314,221178,1
371,36,1,1,2,4,3,3,3,6,58,18595,5147365,20,3,1:26.351,221083,1
372,36,2,2,9,3,4,4,4,5,58,38763,5167533,37,6,1:26.722,220137,1
373,36,21,4,3,6,5,5,5,4,58,+1:06.469,5195239,18,7,1:26.892,219707,1
374,36,13,6,5,22,6,6,6,3,58,+1:06.805,5195575,28,8,1:27.044,219323,1
375,36,3,3,16,12,7,7,7,2,57,0,0,40,5,1:26.721,220140,11
376,36,23,7,11,9,8,8,8,1,57,0,0,42,12,1:27.796,217444,11
377,36,15,7,12,8,9,9,9,0,57,0,0,45,13,1:28.034,216857,11
378,36,5,4,4,13,10,10,10,0,57,0,0,44,10,1:27.592,217951,11
379,36,22,11,8,16,11,11,11,0,57,0,0,17,14,1:28.098,216699,11
380,36,11,8,22,10,12,12,12,0,57,0,0,20,18,1:28.487,215746,11
381,36,17,9,15,7,13,13,13,0,57,0,0,21,9,1:27.501,218178,11
382,36,24,5,18,19,14,14,14,0,57,0,0,44,15,1:28.282,216247,11
383,36,18,11,7,14,15,15,15,0,57,0,0,42,17,1:28.387,215991,11
384,36,19,8,23,11,16,16,16,0,56,0,0,41,19,1:28.489,215742,12
385,36,16,12,20,20,17,17,17,0,56,0,0,40,20,1:28.687,215260,12
386,36,25,3,17,15,0,0,18,0,48,0,0,24,16,1:28.303,216196,4
387,36,14,9,14,18,0,0,19,0,48,0,0,44,11,1:27.706,217668,4
388,36,9,2,10,5,0,0,20,0,36,0,0,19,4,1:26.642,220341,6
389,36,26,5,19,17,0,0,21,0,28,0,0,22,21,1:28.953,214616,29
390,36,27,12,21,21,0,0,22,0,10,0,0,9,22,1:30.899,210022,3
391,37,4,1,1,2,1,1,1,10,56,1:32:14.930,5534930,42,2,1:36.861,206014,1
392,37,1,1,2,4,2,2,2,8,56,17557,5552487,22,1,1:36.701,206355,1
393,37,8,6,6,3,3,3,3,6,56,18339,5553269,40,4,1:37.228,205237,1
394,37,2,2,9,5,4,4,4,5,56,33777,5568707,55,5,1:37.417,204838,1
395,37,13,6,5,1,5,5,5,4,56,36705,5571635,42,3,1:37.199,205298,1
396,37,21,4,3,12,6,6,6,3,56,+1:05.638,5600568,44,9,1:37.879,203872,1
397,37,15,7,12,8,7,7,7,2,56,+1:10.132,5605062,40,10,1:38.016,203587,1
398,37,5,4,4,11,8,8,8,1,56,+1:12.015,5606945,41,7,1:37.810,204015,1
399,37,25,3,17,19,9,9,9,0,56,+1:29.924,5624854,19,8,1:37.864,203903,1
400,37,17,9,15,10,10,10,10,0,56,+1:33.556,5628486,55,14,1:38.540,202504,1
401,37,22,11,8,22,11,11,11,0,55,0,0,32,15,1:38.566,202451,11
402,37,18,11,7,15,12,12,12,0,55,0,0,54,16,1:38.658,202262,11
403,37,11,8,22,14,13,13,13,0,55,0,0,37,13,1:38.496,202595,11
404,37,26,5,19,17,14,14,14,0,55,0,0,54,18,1:39.098,201364,11
405,37,23,7,11,9,15,15,15,0,55,0,0,52,19,1:39.243,201070,11
406,37,19,8,23,18,16,16,16,0,55,0,0,32,20,1:39.566,200417,11
407,37,24,5,18,16,17,17,17,0,55,0,0,21,12,1:38.447,202695,11
408,37,9,2,10,7,18,18,18,0,55,0,0,53,17,1:38.874,201820,11
409,37,3,3,16,6,0,0,19,0,42,0,0,18,6,1:37.704,204237,9
410,37,14,9,14,13,0,0,20,0,36,0,0,28,11,1:38.098,203416,23
411,37,27,12,21,20,0,0,21,0,7,0,0,5,21,1:41.495,196608,5
412,37,16,12,20,21,0,0,22,0,0,0,0,0,0,0,0,4
413,38,13,6,5,1,1,1,1,10,57,1:33:27.515,5607515,42,1,1:34.067,207120,1
414,38,1,1,2,2,2,2,2,8,57,2360,5609875,18,2,1:34.270,206674,1
415,38,8,6,6,3,3,3,3,6,57,10839,5618354,39,3,1:34.357,206483,1
416,38,2,2,9,5,4,4,4,5,57,13831,5621346,38,5,1:34.470,206236,1
417,38,4,1,1,4,5,5,5,4,57,14426,5621941,46,4,1:34.420,206346,1
418,38,9,2,10,6,6,6,6,3,57,45529,5653044,46,6,1:34.819,205477,1
419,38,15,7,12,9,7,7,7,2,57,+1:21.371,5688886,40,7,1:35.153,204756,1
420,38,21,4,3,7,8,8,8,1,57,+1:21.701,5689216,51,8,1:35.200,204655,1
421,38,5,4,4,12,9,9,9,0,57,+1:29.411,5696926,27,10,1:35.475,204065,1
422,38,3,3,16,10,10,10,10,0,57,+1:29.916,5697431,51,11,1:35.556,203893,1
423,38,25,3,17,11,11,11,11,0,56,0,0,27,16,1:35.992,202966,11
424,38,23,7,11,14,12,12,12,0,56,0,0,37,15,1:35.845,203278,11
425,38,22,11,8,15,13,13,13,0,56,0,0,50,14,1:35.842,203284,11
426,38,27,12,21,22,14,14,14,0,55,0,0,40,20,1:37.184,200477,12
427,38,16,12,20,20,15,15,15,0,53,0,0,45,19,1:36.772,201330,14
428,38,19,8,23,13,16,16,16,0,51,0,0,27,17,1:36.111,202715,5
429,38,17,9,15,8,0,0,17,0,41,0,0,37,12,1:35.705,203575,6
430,38,14,9,14,21,0,0,18,0,36,0,0,34,9,1:35.384,204260,30
431,38,11,8,22,17,0,0,19,0,34,0,0,23,18,1:36.359,202193,5
432,38,24,5,18,18,0,0,20,0,26,0,0,23,13,1:35.723,203537,9
433,38,18,11,7,16,0,0,21,0,0,0,0,0,0,0,0,4
434,38,26,5,19,19,0,0,22,0,0,0,0,0,0,0,0,4
435,39,13,6,5,1,1,1,1,10,65,1:31:36.230,5496230,14,1,1:22.680,202685,1
436,39,1,1,2,4,2,2,2,8,65,6790,5503020,20,2,1:22.876,202205,1
437,39,4,1,1,2,3,3,3,6,65,17456,5513686,17,3,1:22.966,201986,1
438,39,9,2,10,5,4,4,4,5,65,31615,5527845,20,5,1:23.129,201590,1
439,39,14,9,14,9,5,5,5,4,65,58331,5554561,18,8,1:23.524,200636,1
440,39,3,3,16,11,6,6,6,3,65,59538,5555768,60,10,1:23.693,200231,1
441,39,5,4,4,8,7,7,7,2,65,+1:02.128,5558358,32,4,1:22.980,201952,1
442,39,11,8,22,13,8,8,8,1,64,0,0,23,12,1:24.110,199239,11
443,39,21,4,3,10,9,9,9,0,64,0,0,57,9,1:23.560,200550,11
444,39,22,11,8,12,10,10,10,0,64,0,0,16,14,1:24.287,198820,11
445,39,19,8,23,15,11,11,11,0,64,0,0,59,15,1:24.291,198811,11
446,39,18,11,7,14,12,12,12,0,64,0,0,64,13,1:24.186,199059,11
447,39,16,12,20,20,13,13,13,0,63,0,0,57,16,1:25.191,196710,12
448,39,27,12,21,21,14,14,14,0,63,0,0,61,18,1:25.260,196551,12
449,39,2,2,9,7,0,0,15,0,46,0,0,22,7,1:23.483,200735,6
450,39,23,7,11,17,0,0,16,0,44,0,0,37,11,1:24.003,199492,22
451,39,24,5,18,16,0,0,17,0,19,0,0,18,17,1:25.207,196673,31
452,39,26,5,19,22,0,0,18,0,9,0,0,6,20,1:26.238,194322,27
453,39,8,6,6,3,0,0,19,0,9,0,0,7,6,1:23.475,200754,22
454,39,15,7,12,6,0,0,20,0,8,0,0,6,19,1:26.094,194647,32
455,39,17,9,15,19,0,0,21,0,7,0,0,4,21,1:26.323,194131,9
456,39,25,3,17,18,0,0,22,0,1,0,0,0,0,0,0,4
457,40,4,1,1,1,1,1,1,10,78,1:40:29.329,6029329,44,1,1:15.284,159715,1
458,40,1,1,2,2,2,2,2,8,78,4095,6033424,28,2,1:15.372,159528,1
459,40,13,6,5,3,3,3,3,6,78,+1:09.114,6098443,47,4,1:16.183,157830,1
460,40,21,4,3,4,4,4,4,5,77,0,0,54,5,1:16.254,157683,11
461,40,9,2,10,8,5,5,5,4,77,0,0,39,3,1:16.006,158198,11
462,40,2,2,9,7,6,6,6,3,77,0,0,30,12,1:17.041,156072,11
463,40,25,3,17,11,7,7,7,2,77,0,0,40,7,1:16.658,156852,11
464,40,8,6,6,16,8,8,8,1,77,0,0,62,6,1:16.592,156987,11
465,40,26,5,19,18,9,9,9,0,77,0,0,73,10,1:16.867,156426,11
466,40,22,11,8,9,10,10,10,0,77,0,0,69,13,1:17.080,155993,11
467,40,18,11,7,10,11,11,11,0,77,0,0,40,9,1:16.802,156558,11
468,40,3,3,16,5,12,12,12,0,77,0,0,70,11,1:16.991,156174,11
469,40,5,4,4,15,13,13,13,0,76,0,0,72,14,1:17.100,155953,5
470,40,14,9,14,13,14,14,14,0,76,0,0,75,8,1:16.786,156591,12
471,40,15,7,12,14,15,15,15,0,76,0,0,53,18,1:17.495,155158,12
472,40,23,7,11,20,16,16,16,0,76,0,0,47,17,1:17.231,155688,12
473,40,11,8,22,21,17,17,17,0,76,0,0,74,15,1:17.183,155785,12
474,40,19,8,23,17,18,18,18,0,76,0,0,63,16,1:17.223,155704,12
475,40,27,12,21,22,19,19,19,0,70,0,0,70,20,1:17.689,154770,30
476,40,16,12,20,19,0,0,20,0,53,0,0,34,19,1:17.678,154792,3
477,40,17,9,15,6,0,0,21,0,17,0,0,17,21,1:18.998,152206,6
478,40,24,5,18,12,0,0,22,0,2,0,0,0,0,0,0,3
479,41,1,1,2,1,1,1,1,10,70,1:44:11.292,6251292,37,2,1:16.494,205239,1
480,41,2,2,9,3,2,2,2,8,70,4343,6255635,19,3,1:16.696,204699,1
481,41,25,3,17,19,3,3,3,6,70,5325,6256617,67,11,1:17.947,201413,1
482,41,5,4,4,22,4,4,4,5,70,6729,6258021,67,13,1:18.368,200331,1
483,41,8,6,6,4,5,5,5,4,70,13007,6264299,21,5,1:16.861,204259,1
484,41,11,8,22,11,6,6,6,3,70,16698,6267990,47,12,1:18.035,201186,1
485,41,4,1,1,2,7,7,7,2,70,21936,6273228,46,1,1:16.367,205580,1
486,41,23,7,11,18,8,8,8,1,70,22888,6274180,38,10,1:17.910,201509,1
487,41,17,9,15,6,9,9,9,0,70,22960,6274252,47,9,1:17.618,202267,1
488,41,3,3,16,7,10,10,10,0,70,23984,6275276,42,6,1:17.156,203478,1
489,41,19,8,23,17,11,11,11,0,70,24318,6275610,36,15,1:18.780,199284,1
490,41,22,11,8,13,12,12,12,0,70,30439,6281731,62,14,1:18.543,199885,1
491,41,15,7,12,10,0,0,13,0,58,0,0,12,17,1:19.092,198497,3
492,41,24,5,18,12,0,0,14,0,54,0,0,9,19,1:19.375,197790,3
493,41,27,12,21,21,0,0,15,0,47,0,0,21,18,1:19.254,198092,33
494,41,14,9,14,14,0,0,16,0,36,0,0,19,16,1:18.981,198776,6
495,41,9,2,10,8,0,0,17,0,26,0,0,19,8,1:17.529,202499,3
496,41,16,12,20,20,0,0,18,0,21,0,0,20,20,1:19.452,197598,3
497,41,26,5,19,16,0,0,19,0,8,0,0,6,21,1:20.092,196019,3
498,41,18,11,7,15,0,0,20,0,0,0,0,0,0,0,0,6
499,41,13,6,5,5,0,0,21,0,51,0,0,22,4,1:16.849,204291,2
500,41,21,4,3,9,0,0,22,0,51,0,0,22,7,1:17.411,202808,2
501,42,1,1,2,1,1,1,1,10,73,1:31:09.965,5469965,20,2,1:13.222,206101,1
502,42,4,1,1,2,2,2,2,8,73,+1.5,5471465,21,3,1:13.257,206003,1
503,42,13,6,5,3,3,3,3,6,73,+12.8,5482765,50,4,1:13.380,205658,1
504,42,8,6,6,4,4,4,4,5,73,+15.4,5485365,49,1,1:13.117,206397,1
505,42,5,4,4,6,5,5,5,4,73,+41.4,5511365,67,7,1:13.998,203940,1
506,42,15,7,12,8,6,6,6,3,73,+66.7,5536665,30,10,1:14.016,203891,1
507,42,17,9,15,9,7,7,7,2,73,+67.3,5537265,57,8,1:14.004,203924,1
508,42,20,2,10,7,8,8,8,1,73,+67.7,5537665,53,6,1:13.862,204316,1
509,42,21,4,3,10,9,9,9,0,72,0,0,67,9,1:14.009,203910,11
510,42,25,3,17,17,10,10,10,0,72,0,0,41,13,1:14.486,202604,11
511,42,19,8,23,16,11,11,11,0,72,0,0,55,12,1:14.066,203753,11
512,42,18,11,7,13,12,12,12,0,72,0,0,42,14,1:14.703,202015,11
513,42,26,5,19,20,13,13,13,0,71,0,0,66,16,1:15.092,200969,12
514,42,16,12,20,21,14,14,14,0,71,0,0,49,15,1:14.858,201597,12
515,42,27,12,21,22,15,15,15,0,70,0,0,65,18,1:15.902,198824,13
516,42,3,3,16,14,16,16,16,0,68,0,0,34,11,1:14.066,203753,5
517,42,24,5,18,19,17,17,17,0,68,0,0,64,17,1:15.426,200079,34
518,42,2,2,9,5,0,0,18,0,56,0,0,20,5,1:13.414,205562,7
519,42,11,8,22,18,0,0,19,0,13,0,0,8,19,1:16.680,196807,20
520,42,14,9,14,11,0,0,20,0,0,0,0,0,0,0,0,4
521,42,22,11,8,15,0,0,21,0,0,0,0,0,0,0,0,4
522,42,23,7,11,12,0,0,22,0,0,0,0,0,0,0,0,4
523,43,8,6,6,3,1,1,1,10,70,1:30:54.200,5454200,20,2,1:16.207,208374,1
524,43,13,6,5,1,2,2,2,8,70,2414,5456614,42,1,1:16.099,208670,1
525,43,1,1,2,2,3,3,3,6,70,32153,5486353,39,4,1:16.587,207340,1
526,43,9,2,10,4,4,4,4,5,70,41727,5495927,44,10,1:17.153,205819,1
527,43,2,2,9,7,5,5,5,4,70,48801,5503001,70,7,1:16.875,206563,1
528,43,21,4,3,5,6,6,6,3,70,51940,5506140,70,5,1:16.703,207027,1
529,43,4,1,1,10,7,7,7,2,70,56516,5510716,36,3,1:16.495,207590,1
530,43,18,11,7,12,8,8,8,1,70,58885,5513085,70,6,1:16.770,206846,1
531,43,3,3,16,9,9,9,9,0,70,+1:08.505,5522705,69,9,1:17.011,206199,1
532,43,23,7,11,11,10,10,10,0,69,0,0,68,8,1:16.966,206319,11
533,43,22,11,8,13,11,11,11,0,69,0,0,68,12,1:17.220,205641,11
534,43,17,9,15,14,12,12,12,0,69,0,0,69,14,1:17.249,205563,11
535,43,14,9,14,16,13,13,13,0,69,0,0,68,15,1:17.447,205038,11
536,43,25,3,17,18,14,14,14,0,69,0,0,69,13,1:17.240,205587,11
537,43,5,4,4,6,15,15,15,0,69,0,0,69,11,1:17.206,205678,11
538,43,11,8,22,22,16,16,16,0,68,0,0,39,16,1:17.796,204118,12
539,43,16,12,20,21,17,17,17,0,68,0,0,27,18,1:18.091,203347,12
540,43,26,5,19,15,0,0,18,0,55,0,0,51,17,1:17.934,203757,6
541,43,27,12,21,20,0,0,19,0,28,0,0,27,19,1:18.955,201122,35
542,43,19,8,23,19,0,0,20,0,1,0,0,0,0,0,0,4
543,43,15,7,12,8,0,0,21,0,1,0,0,0,0,0,0,4
544,43,24,5,18,17,0,0,22,0,0,0,0,0,0,0,0,4
545,44,8,6,6,2,1,1,1,10,59,1:21:43.074,4903074,17,1,1:20.638,229514,1
546,44,4,1,1,3,2,2,2,8,59,2459,4905533,35,3,1:21.117,228159,1
547,44,1,1,2,1,3,3,3,6,59,39373,4942447,11,4,1:21.675,226600,1
548,44,9,2,10,5,4,4,4,5,59,53319,4956393,14,6,1:22.105,225413,1
549,44,13,6,5,4,5,5,5,4,59,54063,4957137,17,2,1:20.858,228890,1
550,44,2,2,9,9,6,6,6,3,59,56336,4959410,17,5,1:21.991,225727,1
551,44,5,4,4,7,7,7,7,2,58,0,0,11,9,1:22.552,224193,11
552,44,21,4,3,8,8,8,8,1,58,0,0,13,7,1:22.136,225328,11
553,44,22,11,8,14,9,9,9,0,58,0,0,28,13,1:23.387,221948,11
554,44,18,11,7,18,10,10,10,0,58,0,0,29,16,1:23.581,221433,11
555,44,14,9,14,12,11,11,11,0,58,0,0,40,12,1:23.118,222666,11
556,44,3,3,16,17,12,12,12,0,58,0,0,49,11,1:22.896,223262,11
557,44,25,3,17,13,13,13,13,0,58,0,0,57,10,1:22.693,223810,11
558,44,11,8,22,21,14,14,14,0,57,0,0,42,14,1:23.413,221879,12
559,44,27,12,21,22,15,15,15,0,57,0,0,56,21,1:24.390,219310,12
560,44,24,5,18,16,16,16,16,0,53,0,0,46,17,1:23.628,221308,6
561,44,15,7,12,10,0,0,17,0,43,0,0,17,18,1:23.708,221097,31
562,44,19,8,23,19,0,0,18,0,35,0,0,26,20,1:24.144,219951,26
563,44,26,5,19,15,0,0,19,0,29,0,0,19,15,1:23.570,221462,3
564,44,23,7,11,6,0,0,20,0,22,0,0,12,8,1:22.510,224307,36
565,44,16,12,20,20,0,0,21,0,16,0,0,16,22,1:25.015,217698,5
566,44,17,9,15,11,0,0,22,0,8,0,0,6,19,1:23.767,220941,9
567,45,4,1,1,2,1,1,1,10,60,2:06:26.358,7586358,35,2,1:33.231,198783,1
568,45,13,6,5,3,2,2,2,8,60,8155,7594513,34,1,1:32.853,199592,1
569,45,17,9,15,6,3,3,3,6,60,+1:05.674,7652032,29,8,1:34.449,196220,1
570,45,25,3,17,12,4,4,4,5,60,+1:05.937,7652295,33,5,1:34.235,196665,1
571,45,14,9,14,20,5,5,5,4,60,+1:13.656,7660014,48,6,1:34.316,196496,1
572,45,2,2,9,4,6,6,6,3,60,+1:20.298,7666656,49,7,1:34.354,196417,1
573,45,9,2,10,5,7,7,7,2,60,+1:22.415,7668773,49,9,1:34.451,196216,1
574,45,5,4,4,7,8,8,8,1,59,0,0,48,11,1:34.603,195900,11
575,45,1,1,2,10,9,9,9,0,59,0,0,29,3,1:33.401,198421,11
576,45,21,4,3,13,10,10,10,0,59,0,0,48,12,1:34.893,195302,11
577,45,22,11,8,14,11,11,11,0,59,0,0,37,14,1:35.632,193792,11
578,45,19,8,23,15,12,12,12,0,59,0,0,46,13,1:35.282,194504,11
579,45,15,7,12,8,13,13,13,0,59,0,0,29,10,1:34.496,196122,11
580,45,8,6,6,1,0,0,14,0,34,0,0,32,4,1:33.904,197359,9
581,45,11,8,22,16,0,0,15,0,19,0,0,18,16,1:37.401,190273,31
582,45,23,7,11,9,0,0,16,0,18,0,0,18,15,1:36.195,192658,4
583,45,28,12,21,22,0,0,17,0,13,0,0,13,17,1:42.783,180309,9
584,45,18,11,7,17,0,0,18,0,2,0,0,2,18,2:20.041,132338,20
585,45,16,12,20,21,0,0,19,0,2,0,0,2,19,2:25.798,127112,20
586,45,3,3,16,11,0,0,20,0,2,0,0,2,20,2:50.950,108410,20
587,45,26,5,19,18,0,0,21,0,2,0,0,2,21,3:01.900,101884,20
588,45,24,5,18,19,0,0,22,0,2,0,0,2,22,3:22.300,91610,20
589,46,1,1,2,1,1,1,1,10,70,1:35:52.991,5752991,13,2,1:20.171,196724,1
590,46,8,6,6,3,2,2,2,8,70,715,5753706,70,1,1:20.047,197029,1
591,46,2,2,9,2,3,3,3,6,70,43129,5796120,16,5,1:20.582,195721,1
592,46,4,1,1,6,4,4,4,5,70,44858,5797849,49,3,1:20.324,196349,1
593,46,9,2,10,7,5,5,5,4,70,47616,5800607,40,4,1:20.419,196117,1
594,46,23,7,11,5,6,6,6,3,70,50669,5803660,69,9,1:20.961,194804,1
595,46,3,3,16,4,7,7,7,2,70,59139,5812130,68,6,1:20.672,195502,1
596,46,5,4,4,11,8,8,8,1,70,+1:08.104,5821095,69,8,1:20.935,194867,1
597,46,17,9,15,9,9,9,9,0,70,+1:16.331,5829322,63,7,1:20.915,194915,1
598,46,15,7,12,8,10,10,10,0,69,0,0,48,12,1:21.253,194104,11
599,46,14,9,14,10,11,11,11,0,69,0,0,67,14,1:21.553,193390,11
600,46,21,4,3,13,12,12,12,0,69,0,0,66,15,1:21.695,193054,11
601,46,13,6,5,14,13,13,13,0,69,0,0,37,11,1:20.981,194756,11
602,46,25,3,17,12,14,14,14,0,69,0,0,49,13,1:21.264,194078,11
603,46,11,8,22,19,15,15,15,0,69,0,0,66,10,1:20.980,194759,11
604,46,20,5,19,20,16,16,16,0,69,0,0,65,16,1:21.915,192536,11
605,46,16,12,20,21,17,17,17,0,68,0,0,67,19,1:22.263,191721,12
606,46,22,11,8,18,18,18,18,0,68,0,0,34,17,1:22.004,192327,12
607,46,24,5,18,16,0,0,19,0,42,0,0,35,20,1:22.410,191379,10
608,46,19,8,23,15,0,0,20,0,41,0,0,39,18,1:22.166,191948,3
609,46,18,11,7,17,0,0,21,0,35,0,0,25,21,1:22.906,190234,37
610,46,29,12,21,22,0,0,22,0,4,0,0,4,22,1:26.741,181824,3
611,47,13,6,5,1,1,1,1,10,58,1:26:42.161,5202161,18,2,1:27.922,218566,1
612,47,8,6,6,3,2,2,2,8,58,2275,5204436,57,1,1:27.295,220136,1
613,47,4,1,1,4,3,3,3,6,58,26181,5228342,39,4,1:28.070,218199,1
614,47,2,2,9,6,4,4,4,5,58,39674,5241835,39,5,1:28.319,217583,1
615,47,1,1,2,2,5,5,5,4,58,45085,5247246,17,3,1:27.963,218464,1
616,47,5,4,4,7,6,6,6,3,58,46169,5248330,20,7,1:28.603,216886,1
617,47,3,3,16,8,7,7,7,2,58,55778,5257939,37,6,1:28.536,217050,1
618,47,9,2,10,5,8,8,8,1,58,56707,5258868,11,11,1:28.918,216118,1
619,47,21,4,3,10,9,9,9,0,58,59491,5261652,56,9,1:28.793,216422,1
620,47,14,9,14,13,10,10,10,0,58,+1:11.009,5273170,54,13,1:29.068,215754,1
621,47,25,3,17,14,11,11,11,0,58,+1:19.628,5281789,55,8,1:28.737,216559,1
622,47,23,7,11,16,12,12,12,0,57,0,0,55,12,1:28.924,216103,11
623,47,18,11,7,21,13,13,13,0,57,0,0,34,10,1:28.873,216227,11
624,47,19,8,23,11,14,14,14,0,57,0,0,38,17,1:29.658,214334,11
625,47,24,5,18,15,15,15,15,0,57,0,0,56,16,1:29.563,214561,11
626,47,15,7,12,9,16,16,16,0,57,0,0,39,14,1:29.459,214811,11
627,47,22,11,8,22,17,17,17,0,57,0,0,35,15,1:29.513,214681,11
628,47,11,8,22,17,18,18,18,0,57,0,0,56,18,1:29.916,213719,11
629,47,20,5,19,18,19,19,19,0,57,0,0,39,19,1:29.983,213560,11
630,47,29,12,21,20,20,20,20,0,56,0,0,21,22,1:30.951,211287,12
631,47,16,12,20,19,21,21,21,0,53,0,0,52,20,1:30.617,212066,32
632,47,17,9,15,12,0,0,22,0,9,0,0,4,21,1:30.808,211620,9
633,48,4,1,1,1,1,1,1,10,53,1:18:37.806,4717806,15,1,1:22.871,251653,1
634,48,1,1,2,2,2,2,2,8,53,6062,4723868,17,2,1:22.936,251456,1
635,48,8,6,6,5,3,3,3,6,53,27325,4745131,21,3,1:23.370,250147,1
636,48,2,2,9,4,4,4,4,5,53,56562,4774368,19,4,1:23.681,249217,1
637,48,9,2,10,6,5,5,5,4,53,+1:00.558,4778364,22,5,1:23.908,248543,1
638,48,3,3,16,8,6,6,6,3,53,+1:05.810,4783616,52,8,1:24.472,246884,1
639,48,5,4,4,7,7,7,7,2,53,+1:06.751,4784557,53,7,1:24.226,247605,1
640,48,18,11,7,10,8,8,8,1,53,+1:02.168,4779974,32,9,1:24.532,246708,1
641,48,17,9,15,11,9,9,9,0,53,+1:05.879,4783685,46,13,1:24.824,245859,1
642,48,22,11,8,12,10,10,10,0,53,+1:06.958,4784764,52,12,1:24.767,246024,1
643,48,15,7,12,9,11,11,11,0,53,+1:07.736,4785542,49,10,1:24.622,246446,1
644,48,21,4,3,15,12,12,12,0,52,0,0,32,14,1:24.849,245787,11
645,48,25,3,17,13,13,13,13,0,52,0,0,42,16,1:25.000,245350,11
646,48,19,8,23,14,14,14,14,0,52,0,0,46,17,1:25.116,245016,11
647,48,23,7,11,18,15,15,15,0,52,0,0,49,15,1:24.951,245492,11
648,48,11,8,22,17,16,16,16,0,52,0,0,49,11,1:24.669,246309,11
