resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
2926,157,37,19,19,16,0,0,18,0,45,0,0,0,0,0,0,44
2927,157,61,20,23,19,0,0,19,0,42,0,0,0,0,0,0,23
2928,157,56,19,18,13,0,0,20,0,24,0,0,0,0,0,0,71
2929,157,8,15,17,12,0,0,21,0,5,0,0,0,0,0,0,4
2930,157,55,17,12,11,0,0,22,0,5,0,0,0,0,0,0,4
2931,158,30,6,3,3,1,1,1,10,58,1:34:01.987,5641987,0,0,0,0,1
2932,158,22,6,4,4,2,2,2,6,58,11415,5653402,0,0,0,0,1
2933,158,23,3,9,11,3,3,3,4,58,20009,5661996,0,0,0,0,1
2934,158,35,16,22,8,4,4,4,3,58,44447,5686434,0,0,0,0,1
2935,158,21,22,11,9,5,5,5,2,58,45165,5687152,0,0,0,0,1
2936,158,41,16,23,16,6,6,6,1,58,46468,5688455,0,0,0,0,1
2937,158,25,22,12,14,7,7,7,0,58,46915,5688902,0,0,0,0,1
2938,158,48,18,20,18,8,8,8,0,57,0,0,0,0,0,0,11
2939,158,2,20,15,15,9,9,9,0,56,0,0,0,0,0,0,12
2940,158,63,15,17,10,0,0,10,0,58,0,0,0,0,0,0,2
2941,158,18,3,10,21,0,0,11,0,46,0,0,0,0,0,0,5
2942,158,64,15,16,19,0,0,12,0,41,0,0,0,0,0,0,7
2943,158,60,18,21,22,0,0,13,0,40,0,0,0,0,0,0,6
2944,158,49,17,5,5,0,0,14,0,39,0,0,0,0,0,0,9
2945,158,15,17,6,6,0,0,15,0,35,0,0,0,0,0,0,5
2946,158,55,20,14,17,0,0,16,0,27,0,0,0,0,0,0,9
2947,158,57,1,1,1,0,0,17,0,18,0,0,0,0,0,0,5
2948,158,50,21,19,13,0,0,18,0,16,0,0,0,0,0,0,22
2949,158,14,1,2,2,0,0,19,0,11,0,0,0,0,0,0,5
2950,158,37,21,18,12,0,0,20,0,6,0,0,0,0,0,0,22
2951,158,56,19,7,7,0,0,21,0,6,0,0,0,0,0,0,20
2952,158,65,19,8,20,0,0,22,0,1,0,0,0,0,0,0,8
2953,159,30,6,3,3,1,1,1,10,71,1:31:35.271,5495271,0,0,0,0,1
2954,159,21,22,11,5,2,2,2,6,71,39898,5535169,0,0,0,0,1
2955,159,49,17,5,7,3,3,3,4,71,42268,5537539,0,0,0,0,1
2956,159,15,17,6,12,4,4,4,3,71,+1:12.780,5568051,0,0,0,0,1
2957,159,23,3,9,11,5,5,5,2,70,0,0,0,0,0,0,11
2958,159,18,3,10,9,6,6,6,1,70,0,0,0,0,0,0,11
2959,159,50,21,19,14,7,7,7,0,70,0,0,0,0,0,0,11
2960,159,37,21,18,16,8,8,8,0,70,0,0,0,0,0,0,11
2961,159,41,16,23,8,9,9,9,0,69,0,0,0,0,0,0,12
2962,159,60,18,21,20,10,10,10,0,69,0,0,0,0,0,0,12
2963,159,14,1,2,2,0,0,11,0,71,0,0,0,0,0,0,2
2964,159,65,19,8,17,0,0,12,0,51,0,0,0,0,0,0,6
2965,159,48,18,20,18,0,0,13,0,31,0,0,0,0,0,0,5
2966,159,57,1,1,1,0,0,14,0,30,0,0,0,0,0,0,51
2967,159,22,6,4,4,0,0,15,0,27,0,0,0,0,0,0,9
2968,159,56,19,7,6,0,0,16,0,20,0,0,0,0,0,0,20
2969,159,35,16,22,10,0,0,17,0,16,0,0,0,0,0,0,6
2970,159,55,20,14,15,0,0,18,0,11,0,0,0,0,0,0,10
2971,159,2,20,15,19,0,0,19,0,9,0,0,0,0,0,0,5
2972,159,25,22,12,13,0,0,20,0,6,0,0,0,0,0,0,5
2973,159,64,15,16,0,0,0,21,0,0,0,0,0,0,0,0,89
2974,159,63,15,17,0,0,0,22,0,0,0,0,0,0,0,0,89
2975,160,30,6,3,2,1,1,1,10,62,1:31:39.776,5499776,0,0,0,0,1
2976,160,57,1,1,1,2,2,2,6,62,1168,5500944,0,0,0,0,1
2977,160,14,1,2,3,3,3,3,4,62,51008,5550784,0,0,0,0,1
2978,160,22,6,4,4,4,4,4,3,62,+1:29.276,5589052,0,0,0,0,1
2979,160,35,16,22,9,5,5,5,2,61,0,0,0,0,0,0,11
2980,160,63,15,17,12,6,6,6,1,61,0,0,0,0,0,0,11
2981,160,56,19,7,7,7,7,7,0,61,0,0,0,0,0,0,11
2982,160,64,15,16,10,8,8,8,0,61,0,0,0,0,0,0,11
2983,160,25,22,12,11,9,9,9,0,61,0,0,0,0,0,0,11
2984,160,65,19,8,17,10,10,10,0,61,0,0,0,0,0,0,11
2985,160,21,22,11,19,11,11,11,0,61,0,0,0,0,0,0,11
2986,160,41,16,23,14,12,12,12,0,61,0,0,0,0,0,0,11
2987,160,60,18,21,20,13,13,13,0,60,0,0,0,0,0,0,12
2988,160,50,21,19,16,14,14,14,0,59,0,0,0,0,0,0,13
2989,160,15,17,6,8,15,15,15,0,58,0,0,0,0,0,0,6
2990,160,37,21,18,13,0,0,16,0,49,0,0,0,0,0,0,20
2991,160,23,3,9,5,0,0,17,0,45,0,0,0,0,0,0,69
2992,160,55,20,14,15,0,0,18,0,25,0,0,0,0,0,0,9
2993,160,2,20,15,22,0,0,19,0,22,0,0,0,0,0,0,9
2994,160,18,3,10,18,0,0,20,0,5,0,0,0,0,0,0,5
2995,160,48,18,20,21,0,0,21,0,5,0,0,0,0,0,0,20
2996,160,49,17,5,6,0,0,22,0,4,0,0,0,0,0,0,6
2997,161,14,1,2,4,1,1,1,10,60,1:28:50.108,5330108,0,0,0,0,1
2998,161,57,1,1,3,2,2,2,6,60,1477,5331585,0,0,0,0,1
2999,161,30,6,3,5,3,3,3,4,60,19917,5350025,0,0,0,0,1
3000,161,23,3,9,7,4,4,4,3,60,41312,5371420,0,0,0,0,1
3001,161,18,3,10,6,5,5,5,2,60,57759,5387867,0,0,0,0,1
3002,161,15,17,6,11,6,6,6,1,60,+1:19.273,5409381,0,0,0,0,1
3003,161,21,22,11,12,7,7,7,0,59,0,0,0,0,0,0,11
3004,161,63,15,17,18,8,8,8,0,59,0,0,0,0,0,0,11
3005,161,25,22,12,20,9,9,9,0,59,0,0,0,0,0,0,11
3006,161,55,20,14,15,10,10,10,0,59,0,0,0,0,0,0,11
3007,161,64,15,16,13,11,11,11,0,59,0,0,0,0,0,0,11
3008,161,65,19,8,14,12,12,12,0,59,0,0,0,0,0,0,11
3009,161,56,19,7,9,13,13,13,0,59,0,0,0,0,0,0,11
3010,161,48,18,20,21,14,14,14,0,59,0,0,0,0,0,0,11
3011,161,60,18,21,22,15,15,15,0,59,0,0,0,0,0,0,11
3012,161,35,16,22,10,16,16,16,0,56,0,0,0,0,0,0,14
3013,161,49,17,5,2,17,17,17,0,54,0,0,0,0,0,0,16
3014,161,2,20,15,17,0,0,18,0,51,0,0,0,0,0,0,5
3015,161,41,16,23,16,0,0,19,0,36,0,0,0,0,0,0,20
3016,161,22,6,4,1,0,0,20,0,35,0,0,0,0,0,0,9
3017,161,37,21,18,19,0,0,21,0,26,0,0,0,0,0,0,10
3018,161,50,21,19,8,0,0,22,0,20,0,0,0,0,0,0,10
3019,162,57,1,1,2,1,1,1,10,65,1:33:55.390,5635390,0,0,0,0,1
3020,162,14,1,2,4,2,2,2,6,65,16066,5651456,0,0,0,0,1
3021,162,22,6,4,3,3,3,3,4,65,29112,5664502,0,0,0,0,1
3022,162,23,3,9,5,4,4,4,3,65,37311,5672701,0,0,0,0,1
3023,162,30,6,3,1,5,5,5,2,65,47983,5683373,0,0,0,0,1
3024,162,49,17,5,8,6,6,6,1,65,+1:21.925,5717315,0,0,0,0,1
3025,162,63,15,17,12,7,7,7,0,64,0,0,0,0,0,0,11
3026,162,41,16,23,16,8,8,8,0,64,0,0,0,0,0,0,11
3027,162,21,22,11,13,9,9,9,0,64,0,0,0,0,0,0,11
3028,162,25,22,12,18,10,10,10,0,64,0,0,0,0,0,0,11
3029,162,56,19,7,9,11,11,11,0,64,0,0,0,0,0,0,11
3030,162,15,17,6,7,12,12,12,0,64,0,0,0,0,0,0,11
3031,162,65,19,8,14,13,13,13,0,64,0,0,0,0,0,0,11
3032,162,48,18,20,20,14,14,14,0,63,0,0,0,0,0,0,12
3033,162,60,18,21,21,15,15,15,0,63,0,0,0,0,0,0,12
3034,162,2,20,15,19,16,16,16,0,62,0,0,0,0,0,0,13
3035,162,18,3,10,10,17,17,17,0,61,0,0,0,0,0,0,5
3036,162,50,21,19,11,0,0,18,0,25,0,0,0,0,0,0,6
3037,162,35,16,22,6,0,0,19,0,21,0,0,0,0,0,0,9
3038,162,55,20,14,17,0,0,20,0,1,0,0,0,0,0,0,4
3039,162,37,21,18,22,0,0,21,0,1,0,0,0,0,0,0,4
3040,162,64,15,16,15,0,0,22,0,0,0,0,0,0,0,0,20
3041,163,30,6,3,2,1,1,1,10,67,1:42:00.307,6120307,0,0,0,0,1
3042,163,57,1,1,3,2,2,2,6,67,13822,6134129,0,0,0,0,1
3043,163,14,1,2,1,3,3,3,4,66,0,0,0,0,0,0,11
3044,163,22,6,4,4,4,4,4,3,66,0,0,0,0,0,0,11
3045,163,21,22,11,7,5,5,5,2,66,0,0,0,0,0,0,11
3046,163,37,21,18,12,6,6,6,1,66,0,0,0,0,0,0,11
3047,163,64,15,16,15,7,7,7,0,65,0,0,0,0,0,0,12
3048,163,60,18,21,21,8,8,8,0,65,0,0,0,0,0,0,12
3049,163,55,20,14,17,9,9,9,0,65,0,0,0,0,0,0,12
3050,163,18,3,10,11,10,10,10,0,62,0,0,0,0,0,0,10
3051,163,65,19,8,16,11,11,11,0,61,0,0,0,0,0,0,4
3052,163,25,22,12,14,12,12,12,0,61,0,0,0,0,0,0,4
3053,163,41,16,23,18,0,0,13,0,51,0,0,0,0,0,0,20
3054,163,48,18,20,20,0,0,14,0,47,0,0,0,0,0,0,37
3055,163,35,16,22,9,0,0,15,0,46,0,0,0,0,0,0,5
3056,163,56,19,7,8,0,0,16,0,29,0,0,0,0,0,0,4
3057,163,50,21,19,13,0,0,17,0,29,0,0,0,0,0,0,20
3058,163,23,3,9,5,0,0,18,0,29,0,0,0,0,0,0,4
3059,163,63,15,17,19,0,0,19,0,27,0,0,0,0,0,0,86
3060,163,49,17,5,10,0,0,20,0,2,0,0,0,0,0,0,5
3061,163,15,17,6,6,0,0,21,0,0,0,0,0,0,0,0,4
3062,164,14,1,2,3,1,1,1,10,78,1:49:28.213,6568213,0,0,0,0,1
3063,164,22,6,4,6,2,2,2,6,78,15889,6584102,0,0,0,0,1
3064,164,21,22,11,8,3,3,3,4,78,18522,6586735,0,0,0,0,1
3065,164,56,19,7,10,4,4,4,3,78,+1:05.924,6634137,0,0,0,0,1
3066,164,63,15,17,13,5,5,5,2,78,+1:20.775,6648988,0,0,0,0,1
3067,164,57,1,1,5,6,6,6,1,77,0,0,0,0,0,0,11
3068,164,35,16,22,17,7,7,7,0,77,0,0,0,0,0,0,11
3069,164,2,20,15,18,8,8,8,0,77,0,0,0,0,0,0,11
3070,164,65,19,8,11,9,9,9,0,76,0,0,0,0,0,0,12
3071,164,49,17,5,4,10,10,10,0,70,0,0,0,0,0,0,20
3072,164,50,21,19,15,0,0,11,0,60,0,0,0,0,0,0,20
3073,164,30,6,3,1,0,0,12,0,55,0,0,0,0,0,0,22
3074,164,41,16,23,20,0,0,13,0,48,0,0,0,0,0,0,20
3075,164,23,3,9,9,0,0,14,0,37,0,0,0,0,0,0,20
3076,164,15,17,6,2,0,0,15,0,36,0,0,0,0,0,0,6
3077,164,64,15,16,19,0,0,16,0,30,0,0,0,0,0,0,20
3078,164,55,20,14,7,0,0,17,0,29,0,0,0,0,0,0,7
3079,164,60,18,21,22,0,0,18,0,22,0,0,0,0,0,0,20
3080,164,48,18,20,21,0,0,19,0,21,0,0,0,0,0,0,6
3081,164,25,22,12,12,0,0,20,0,18,0,0,0,0,0,0,20
3082,164,18,3,10,14,0,0,21,0,16,0,0,0,0,0,0,5
3083,164,37,21,18,16,0,0,22,0,0,0,0,0,0,0,0,90
3084,165,30,6,3,1,1,1,1,10,69,1:41:12.313,6072313,0,0,0,0,1
3085,165,22,6,4,3,2,2,2,6,69,174,6072487,0,0,0,0,1
3086,165,21,22,11,10,3,3,3,4,69,15365,6087678,0,0,0,0,1
3087,165,57,1,1,4,4,4,4,3,69,18561,6090874,0,0,0,0,1
3088,165,50,21,19,13,5,5,5,2,69,52208,6124521,0,0,0,0,1
3089,165,15,17,6,7,6,6,6,1,69,+1:01.687,6134000,0,0,0,0,1
3090,165,14,1,2,2,7,7,7,0,69,+1:02.216,6134529,0,0,0,0,1
3091,165,41,16,23,8,8,8,8,0,69,+1:10.455,6142768,0,0,0,0,1
3092,165,25,22,12,14,9,9,9,0,69,+1:19.899,6152212,0,0,0,0,1
3093,165,64,15,16,19,10,10,10,0,69,+1:54.544,6186857,0,0,0,0,1
3094,165,18,3,10,18,11,11,11,0,68,0,0,0,0,0,0,11
3095,165,60,18,21,22,12,12,12,0,68,0,0,0,0,0,0,11
3096,165,56,19,7,16,13,13,13,0,66,0,0,0,0,0,0,13
3097,165,23,3,9,12,14,14,14,0,64,0,0,0,0,0,0,4
3098,165,35,16,22,6,15,15,15,0,64,0,0,0,0,0,0,4
3099,165,48,18,20,20,16,16,16,0,64,0,0,0,0,0,0,20
3100,165,37,21,18,9,0,0,17,0,48,0,0,0,0,0,0,4
3101,165,63,15,17,15,0,0,18,0,42,0,0,0,0,0,0,10
3102,165,55,20,14,17,0,0,19,0,38,0,0,0,0,0,0,10
3103,165,2,20,15,21,0,0,20,0,34,0,0,0,0,0,0,5
3104,165,49,17,5,5,0,0,21,0,32,0,0,0,0,0,0,23
3105,165,65,19,8,11,0,0,22,0,14,0,0,0,0,0,0,6
3106,166,14,1,2,2,1,1,1,10,72,1:38:05.538,5885538,0,0,0,0,1
3107,166,57,1,1,4,2,2,2,6,72,14748,5900286,0,0,0,0,1
3108,166,22,6,4,3,3,3,3,4,72,32409,5917947,0,0,0,0,1
3109,166,35,16,22,7,4,4,4,3,72,+1:01.322,5946860,0,0,0,0,1
3110,166,23,3,9,5,5,5,5,2,72,+1:03.981,5949519,0,0,0,0,1
3111,166,15,17,6,9,6,6,6,1,72,+1:15.605,5961143,0,0,0,0,1
3112,166,49,17,5,8,7,7,7,0,71,0,0,0,0,0,0,11
3113,166,18,3,10,10,8,8,8,0,71,0,0,0,0,0,0,11
3114,166,21,22,11,14,9,9,9,0,71,0,0,0,0,0,0,11
3115,166,63,15,17,12,10,10,10,0,71,0,0,0,0,0,0,11
3116,166,64,15,16,15,11,11,11,0,71,0,0,0,0,0,0,11
3117,166,2,20,15,16,12,12,12,0,71,0,0,0,0,0,0,11
3118,166,56,19,7,6,13,13,13,0,70,0,0,0,0,0,0,12
3119,166,55,20,14,18,14,14,14,0,70,0,0,0,0,0,0,12
3120,166,48,18,20,21,15,15,15,0,70,0,0,0,0,0,0,12
3121,166,30,6,3,1,0,0,16,0,58,0,0,0,0,0,0,5
3122,166,37,21,18,13,0,0,17,0,45,0,0,0,0,0,0,7
3123,166,25,22,12,17,0,0,18,0,34,0,0,0,0,0,0,20
3124,166,60,18,21,22,0,0,19,0,31,0,0,0,0,0,0,20
3125,166,50,21,19,20,0,0,20,0,25,0,0,0,0,0,0,7
3126,166,65,19,8,11,0,0,21,0,20,0,0,0,0,0,0,6
3127,166,41,16,23,19,0,0,22,0,16,0,0,0,0,0,0,20
3128,167,57,1,1,1,1,1,1,10,71,1:28:15.818,5295818,0,0,0,0,1
3129,167,14,1,2,2,2,2,2,6,71,12535,5308353,0,0,0,0,1
3130,167,22,6,4,3,3,3,3,4,71,30795,5326613,0,0,0,0,1
3131,167,35,16,22,7,4,4,4,3,70,0,0,0,0,0,0,11
3132,167,18,3,10,18,5,5,5,2,70,0,0,0,0,0,0,11
3133,167,63,15,17,9,6,6,6,1,70,0,0,0,0,0,0,11
3134,167,65,19,8,16,7,7,7,0,70,0,0,0,0,0,0,11
3135,167,48,18,20,20,8,8,8,0,70,0,0,0,0,0,0,11
3136,167,64,15,16,11,9,9,9,0,70,0,0,0,0,0,0,11
3137,167,25,22,12,14,10,10,10,0,70,0,0,0,0,0,0,11
3138,167,54,19,7,21,11,11,11,0,69,0,0,0,0,0,0,12
3139,167,60,18,21,22,12,12,12,0,68,0,0,0,0,0,0,13
3140,167,41,16,23,6,0,0,13,0,58,0,0,0,0,0,0,5
3141,167,23,3,9,19,0,0,14,0,52,0,0,0,0,0,0,23
3142,167,2,20,15,13,0,0,15,0,41,0,0,0,0,0,0,4
3143,167,55,20,14,17,0,0,16,0,41,0,0,0,0,0,0,4
3144,167,37,21,18,12,0,0,17,0,32,0,0,0,0,0,0,6
3145,167,50,21,19,10,0,0,18,0,14,0,0,0,0,0,0,5
3146,167,49,17,5,15,0,0,19,0,4,0,0,0,0,0,0,44
3147,167,30,6,3,4,0,0,20,0,0,0,0,0,0,0,0,4
3148,167,15,17,6,5,0,0,21,0,0,0,0,0,0,0,0,4
3149,167,21,22,11,8,0,0,22,0,0,0,0,0,0,0,0,4
3150,168,22,6,4,18,1,1,1,10,45,1:25:34.418,5134418,0,0,0,0,1
3151,168,57,1,1,4,2,2,2,6,45,7452,5141870,0,0,0,0,1
3152,168,14,1,2,1,3,3,3,4,45,21168,5155586,0,0,0,0,1
3153,168,18,3,10,16,4,4,4,3,45,22685,5157103,0,0,0,0,1
3154,168,63,15,17,15,5,5,5,2,45,27112,5161530,0,0,0,0,1
3155,168,37,21,18,5,6,6,6,1,45,29080,5163498,0,0,0,0,1
3156,168,23,3,9,14,7,7,7,0,45,30898,5165316,0,0,0,0,1
3157,168,35,16,22,9,8,8,8,0,45,47537,5181955,0,0,0,0,1
3158,168,15,17,6,6,9,9,9,0,45,50901,5185319,0,0,0,0,1
3159,168,56,19,7,10,10,10,10,0,45,+1:19.664,5214082,0,0,0,0,1
3160,168,60,18,21,21,11,11,11,0,45,+1:29.504,5223922,0,0,0,0,1
3161,168,2,20,15,13,12,12,12,0,40,0,0,0,0,0,0,91
3162,168,49,17,5,17,0,0,13,0,39,0,0,0,0,0,0,6
3163,168,50,21,19,11,0,0,14,0,39,0,0,0,0,0,0,20
3164,168,41,16,23,12,0,0,15,0,37,0,0,0,0,0,0,20
3165,168,48,18,20,22,0,0,16,0,33,0,0,0,0,0,0,5
3166,168,25,22,12,7,0,0,17,0,31,0,0,0,0,0,0,10
3167,168,64,15,16,19,0,0,18,0,29,0,0,0,0,0,0,4
3168,168,55,20,14,20,0,0,19,0,29,0,0,0,0,0,0,4
3169,168,65,19,8,8,0,0,20,0,12,0,0,0,0,0,0,6
3170,168,30,6,3,2,0,0,21,0,0,0,0,0,0,0,0,4
3171,168,21,22,11,3,0,0,22,0,0,0,0,0,0,0,0,4
3172,169,57,1,1,3,1,1,1,10,77,1:45:33.869,6333869,0,0,0,0,1
3173,169,30,6,3,1,2,2,2,6,77,7917,6341786,0,0,0,0,1
3174,169,14,1,2,2,3,3,3,4,77,8455,6342324,0,0,0,0,1
3175,169,22,6,4,5,4,4,4,3,77,44157,6378026,0,0,0,0,1
3176,169,23,3,9,4,5,5,5,2,77,50437,6384306,0,0,0,0,1
3177,169,49,17,5,6,6,6,6,1,77,+1:08.099,6401968,0,0,0,0,1
3178,169,15,17,6,12,7,7,7,0,76,0,0,0,0,0,0,11
3179,169,56,19,7,10,8,8,8,0,76,0,0,0,0,0,0,11
3180,169,18,3,10,8,9,9,9,0,76,0,0,0,0,0,0,11
3181,169,63,15,17,9,10,10,10,0,76,0,0,0,0,0,0,11
3182,169,25,22,12,11,11,11,11,0,76,0,0,0,0,0,0,11
3183,169,35,16,22,16,12,12,12,0,75,0,0,0,0,0,0,12
3184,169,50,21,19,20,13,13,13,0,75,0,0,0,0,0,0,12
3185,169,41,16,23,18,14,14,14,0,75,0,0,0,0,0,0,12
3186,169,48,18,20,21,15,15,15,0,74,0,0,0,0,0,0,13
3187,169,37,21,18,15,16,16,16,0,73,0,0,0,0,0,0,14
3188,169,60,18,21,22,0,0,17,0,68,0,0,0,0,0,0,5
3189,169,65,19,8,17,0,0,18,0,67,0,0,0,0,0,0,6
3190,169,64,15,16,13,0,0,19,0,62,0,0,0,0,0,0,7
3191,169,21,22,11,7,0,0,20,0,31,0,0,0,0,0,0,23
3192,169,2,20,15,19,0,0,21,0,22,0,0,0,0,0,0,10
3193,169,55,20,14,14,0,0,22,0,11,0,0,0,0,0,0,22
3194,170,57,1,1,1,1,1,1,10,44,1:28:14.494,5294494,0,0,0,0,1
3195,170,30,6,3,4,2,2,2,6,44,1104,5295598,0,0,0,0,1
3196,170,23,3,9,6,3,3,3,4,44,38096,5332590,0,0,0,0,1
3197,170,14,1,2,5,4,4,4,3,44,43281,5337775,0,0,0,0,1
3198,170,18,3,10,3,5,5,5,2,44,49914,5344408,0,0,0,0,1
3199,170,49,17,5,8,6,6,6,1,44,55984,5350478,0,0,0,0,1
3200,170,35,16,22,7,7,7,7,0,44,+1:12.380,5366874,0,0,0,0,1
3201,170,65,19,8,9,8,8,8,0,44,+1:27.808,5382302,0,0,0,0,1
3202,170,63,15,17,18,9,9,9,0,44,+1:28.670,5383164,0,0,0,0,1
3203,170,56,19,7,12,10,10,10,0,44,+1:31.555,5386049,0,0,0,0,1
3204,170,64,15,16,15,11,11,11,0,44,+1:34.123,5388617,0,0,0,0,1
3205,170,41,16,23,13,12,12,12,0,43,0,0,0,0,0,0,11
3206,170,25,22,12,19,13,13,13,0,43,0,0,0,0,0,0,11
3207,170,48,18,20,21,14,14,14,0,43,0,0,0,0,0,0,11
3208,170,50,21,19,20,15,15,15,0,43,0,0,0,0,0,0,11
3209,170,37,21,18,16,16,16,16,0,42,0,0,0,0,0,0,12
3210,170,60,18,21,22,17,17,17,0,42,0,0,0,0,0,0,12
3211,170,22,6,4,10,0,0,18,0,32,0,0,0,0,0,0,32
3212,170,55,20,14,17,0,0,19,0,32,0,0,0,0,0,0,32
3213,170,2,20,15,14,0,0,20,0,12,0,0,0,0,0,0,5
3214,170,21,22,11,11,0,0,21,0,8,0,0,0,0,0,0,10
3215,170,15,17,6,2,0,0,22,0,4,0,0,0,0,0,0,4
3216,171,30,6,3,1,1,1,1,10,53,1:27:31.638,5251638,0,0,0,0,1
3217,171,57,1,1,3,2,2,2,6,53,3810,5255448,0,0,0,0,1
3218,171,23,3,9,7,3,3,3,4,53,52432,5304070,0,0,0,0,1
3219,171,50,21,19,11,4,4,4,3,53,59938,5311576,0,0,0,0,1
3220,171,25,22,12,13,5,5,5,2,53,+1:07.426,5319064,0,0,0,0,1
3221,171,41,16,23,17,6,6,6,1,53,+1:09.293,5320931,0,0,0,0,1
3222,171,63,15,17,15,7,7,7,0,52,0,0,0,0,0,0,11
3223,171,64,15,16,16,8,8,8,0,52,0,0,0,0,0,0,11
3224,171,48,18,20,21,9,9,9,0,52,0,0,0,0,0,0,11
3225,171,60,18,21,22,10,10,10,0,52,0,0,0,0,0,0,11
3226,171,21,22,11,9,11,11,11,0,52,0,0,0,0,0,0,11
3227,171,55,20,14,19,12,12,12,0,51,0,0,0,0,0,0,12
3228,171,2,20,15,20,0,0,13,0,15,0,0,0,0,0,0,20
3229,171,35,16,22,4,0,0,14,0,14,0,0,0,0,0,0,10
3230,171,18,3,10,12,0,0,15,0,10,0,0,0,0,0,0,20
3231,171,65,19,8,18,0,0,16,0,1,0,0,0,0,0,0,4
3232,171,22,6,4,2,0,0,17,0,0,0,0,0,0,0,0,4
3233,171,14,1,2,5,0,0,18,0,0,0,0,0,0,0,0,4
3234,171,15,17,6,6,0,0,19,0,0,0,0,0,0,0,0,4
3235,171,49,17,5,8,0,0,20,0,0,0,0,0,0,0,0,4
3236,171,37,21,18,10,0,0,21,0,0,0,0,0,0,0,0,4
3237,171,56,19,7,14,0,0,22,0,0,0,0,0,0,0,0,20
3238,172,30,6,3,1,1,1,1,10,73,1:36:30.883,5790883,0,0,0,0,1
3239,172,22,6,4,4,2,2,2,6,73,12118,5803001,0,0,0,0,1
3240,172,49,17,5,7,3,3,3,4,73,17368,5808251,0,0,0,0,1
3241,172,35,16,22,8,4,4,4,3,73,17936,5808819,0,0,0,0,1
3242,172,14,1,2,2,5,5,5,2,73,28813,5819696,0,0,0,0,1
3243,172,41,16,23,12,6,6,6,1,73,51694,5842577,0,0,0,0,1
3244,172,56,19,7,17,7,7,7,0,73,+1:11.115,5861998,0,0,0,0,1
3245,172,64,15,16,9,8,8,8,0,72,0,0,0,0,0,0,11
3246,172,2,20,15,16,9,9,9,0,72,0,0,0,0,0,0,11
3247,172,25,22,12,11,10,10,10,0,72,0,0,0,0,0,0,11
3248,172,65,19,8,19,11,11,11,0,72,0,0,0,0,0,0,11
3249,172,48,18,20,22,12,12,12,0,72,0,0,0,0,0,0,11
3250,172,55,20,14,20,0,0,13,0,64,0,0,0,0,0,0,5
3251,172,60,18,21,21,0,0,14,0,59,0,0,0,0,0,0,5
3252,172,23,3,9,10,0,0,15,0,58,0,0,0,0,0,0,5
3253,172,37,21,18,18,0,0,16,0,45,0,0,0,0,0,0,6
3254,172,21,22,11,15,0,0,17,0,44,0,0,0,0,0,0,5
3255,172,50,21,19,13,0,0,18,0,34,0,0,0,0,0,0,23
3256,172,57,1,1,3,0,0,19,0,25,0,0,0,0,0,0,5
3257,172,63,15,17,14,0,0,20,0,18,0,0,0,0,0,0,20
3258,172,18,3,10,6,0,0,21,0,14,0,0,0,0,0,0,5
3259,172,15,17,6,5,0,0,22,0,12,0,0,0,0,0,0,4
3260,173,30,6,3,1,1,1,1,10,53,1:29:53.435,5393435,0,0,0,0,1
3261,173,57,1,1,2,2,2,2,6,53,1837,5395272,0,0,0,0,1
3262,173,14,1,2,3,3,3,3,4,53,+1:09.914,5463349,0,0,0,0,1
3263,173,22,6,4,4,4,4,4,3,53,+1:19.191,5472626,0,0,0,0,1
3264,173,18,3,10,5,5,5,5,2,53,+1:25.694,5479129,0,0,0,0,1
3265,173,35,16,22,9,6,6,6,1,52,0,0,0,0,0,0,11
3266,173,65,19,8,10,7,7,7,0,52,0,0,0,0,0,0,11
3267,173,56,19,7,7,8,8,8,0,52,0,0,0,0,0,0,11
3268,173,41,16,23,18,9,9,9,0,52,0,0,0,0,0,0,11
3269,173,63,15,17,19,10,10,10,0,52,0,0,0,0,0,0,11
3270,173,64,15,16,20,11,11,11,0,52,0,0,0,0,0,0,11
3271,173,37,21,18,13,12,12,12,0,52,0,0,0,0,0,0,11
3272,173,15,17,6,15,13,13,13,0,52,0,0,0,0,0,0,11
3273,173,21,22,11,12,14,14,14,0,52,0,0,0,0,0,0,11
3274,173,60,18,21,22,15,15,15,0,51,0,0,0,0,0,0,12
3275,173,48,18,20,21,0,0,16,0,46,0,0,0,0,0,0,5
3276,173,23,3,9,6,0,0,17,0,41,0,0,0,0,0,0,20
3277,173,2,20,15,16,0,0,18,0,41,0,0,0,0,0,0,22
3278,173,25,22,12,11,0,0,19,0,37,0,0,0,0,0,0,20
3279,173,49,17,5,8,0,0,20,0,29,0,0,0,0,0,0,9
3280,173,55,20,14,17,0,0,21,0,19,0,0,0,0,0,0,5
3281,173,50,21,19,14,0,0,22,0,9,0,0,0,0,0,0,10
3282,174,30,6,3,1,1,1,1,10,56,1:35:54.235,5754235,0,0,0,0,1
3283,174,14,1,2,3,2,2,2,6,56,732,5754967,0,0,0,0,1
3284,174,22,6,4,4,3,3,3,4,56,18444,5772679,0,0,0,0,1
3285,174,57,1,1,2,4,4,4,3,56,35269,5789504,0,0,0,0,1
3286,174,35,16,22,6,5,5,5,2,56,+1:10.692,5824927,0,0,0,0,1
3287,174,56,19,7,7,6,6,6,1,56,+1:12.568,5826803,0,0,0,0,1
